student_id,age,degree,cgpa,year_of_study,passing_year,skills,location,preference_remote,annual_income,resume_file
S00532,22,BBA,7.23,3,2026,"Python, ML, React, SQL",Hyderabad,True,378039,resume_00532.pdf
S00533,25,B.Com,6.62,3,2026,"React, Python, Cloud, SQL",Hyderabad,False,294653,resume_00533.pdf
S00534,22,B.Com,7.97,3,2026,"React, Python, HTML",Kolkata,False,471475,resume_00534.pdf
S00535,20,MBA,8.05,1,2028,"Python, AI, SQL, ML",Bangalore,True,528901,resume_00535.pdf
S00536,24,B.Sc IT,9.03,3,2026,"ML, SQL, AI, Data Science",Mumbai,True,251369,resume_00536.pdf
S00537,23,B.Sc IT,7.36,4,2025,"Java, Cloud, React, SQL",Hyderabad,False,393602,resume_00537.pdf
S00538,23,B.Sc IT,7.6,1,2028,"Java, SQL, HTML",Hyderabad,True,280922,resume_00538.pdf
S00539,22,BBA,9.04,3,2026,"HTML, Data Science, Python",Kolkata,False,407723,resume_00539.pdf
S00540,20,MBA,9.18,2,2027,"HTML, React",Chennai,True,508740,resume_00540.pdf
S00541,21,B.Tech CSE,9.5,3,2026,"Data Science, SQL",Hyderabad,False,221935,resume_00541.pdf
S00542,23,B.Sc IT,8.76,1,2028,"CSS, Java, Cloud",Kolkata,True,253551,resume_00542.pdf
S00543,21,B.Sc IT,8.21,3,2026,"Java, ML, HTML",Chennai,False,511037,resume_00543.pdf
S00544,23,B.Sc IT,7.73,2,2027,"React, AI, Cloud",Bangalore,False,244093,resume_00544.pdf
S00545,21,MBA,7.65,3,2026,"Cloud, AI, Data Science, CSS",Mumbai,False,283361,resume_00545.pdf
S00546,22,BBA,7.86,3,2026,"Java, ML, Python, AI",Mumbai,False,545301,resume_00546.pdf
S00547,20,B.Com,6.9,3,2026,"HTML, ML, Data Science, SQL",Delhi,False,219632,resume_00547.pdf
S00548,21,B.Tech CSE,7.51,3,2026,"SQL, CSS",Hyderabad,True,500004,resume_00548.pdf
S00549,22,M.Tech AI,6.53,3,2026,"Python, React, AI, SQL",Delhi,True,568292,resume_00549.pdf
S00550,24,B.Sc IT,6.66,4,2025,"AI, Java",Delhi,False,248369,resume_00550.pdf
S00551,25,BBA,8.93,4,2025,"Java, Data Science",Kolkata,True,373604,resume_00551.pdf
S00552,21,B.Com,9.1,4,2025,"ML, Cloud",Chennai,False,579709,resume_00552.pdf
S00553,24,BBA,7.03,1,2028,"HTML, Cloud",Bangalore,True,573372,resume_00553.pdf
S00554,24,BBA,7.79,3,2026,"SQL, React, CSS, Data Science",Hyderabad,False,300480,resume_00554.pdf
S00555,23,MBA,8.19,3,2026,"HTML, SQL",Delhi,False,290361,resume_00555.pdf
S00556,20,B.Tech CSE,7.15,2,2027,"Java, Data Science, SQL, ML",Kolkata,True,275044,resume_00556.pdf
S00557,22,B.Com,8.23,2,2027,"CSS, React",Kolkata,True,380886,resume_00557.pdf
S00558,22,MBA,7.48,2,2027,"Python, CSS",Mumbai,True,462393,resume_00558.pdf
S00559,20,MBA,6.59,3,2026,"Cloud, Python, ML",Kolkata,False,429431,resume_00559.pdf
S00560,24,M.Tech AI,7.29,4,2025,"CSS, React, HTML, SQL",Kolkata,True,320677,resume_00560.pdf
S00561,23,M.Tech AI,8.91,1,2028,"Java, HTML, AI, React",Mumbai,True,256846,resume_00561.pdf
S00562,23,BBA,7.86,3,2026,"Python, HTML, AI",Delhi,True,526724,resume_00562.pdf
S00563,20,M.Tech AI,8.4,4,2025,"CSS, ML, SQL, HTML",Delhi,False,400936,resume_00563.pdf
S00564,23,M.Tech AI,6.64,2,2027,"HTML, SQL, CSS, React",Chennai,True,235869,resume_00564.pdf
S00565,24,B.Tech CSE,8.56,1,2028,"AI, Data Science, Python",Mumbai,False,283688,resume_00565.pdf
S00566,21,B.Com,8.21,4,2025,"HTML, Data Science, CSS",Kolkata,False,273169,resume_00566.pdf
S00567,22,MBA,8.58,2,2027,"AI, Data Science, ML",Bangalore,True,583815,resume_00567.pdf
S00568,21,BBA,6.7,2,2027,"CSS, SQL",Kolkata,True,270128,resume_00568.pdf
S00569,22,MBA,7.12,4,2025,"Data Science, Java, AI, React",Hyderabad,False,461498,resume_00569.pdf
S00570,25,M.Tech AI,8.22,3,2026,"Data Science, SQL, HTML",Hyderabad,False,481229,resume_00570.pdf
S00571,23,BBA,7.88,2,2027,"Data Science, HTML",Delhi,False,386757,resume_00571.pdf
S00572,20,MBA,8.53,3,2026,"Data Science, React, Python",Delhi,True,564239,resume_00572.pdf
S00573,20,BBA,6.74,2,2027,"Data Science, Cloud",Mumbai,True,266510,resume_00573.pdf
S00574,25,B.Com,9.47,4,2025,"Java, Data Science, AI",Mumbai,False,400969,resume_00574.pdf
S00575,20,B.Com,9.4,1,2028,"Data Science, Java, Python",Mumbai,False,391591,resume_00575.pdf
S00576,24,B.Com,6.81,4,2025,"Cloud, CSS, Python, HTML",Delhi,True,209748,resume_00576.pdf
S00577,23,M.Tech AI,8.82,3,2026,"CSS, ML",Chennai,False,381683,resume_00577.pdf
S00578,20,M.Tech AI,9.49,3,2026,"Python, CSS, React, AI",Kolkata,False,412682,resume_00578.pdf
S00579,24,B.Sc IT,8.99,4,2025,"SQL, Cloud, ML",Chennai,True,223741,resume_00579.pdf
S00580,23,B.Com,9.2,3,2026,"Python, Cloud",Chennai,False,504173,resume_00580.pdf
S00581,20,B.Tech CSE,7.27,2,2027,"Python, ML, AI, CSS",Mumbai,True,477622,resume_00581.pdf
S00582,24,M.Tech AI,8.12,1,2028,"React, Cloud, CSS, AI",Chennai,True,498460,resume_00582.pdf
S00583,20,MBA,8.09,2,2027,"Python, SQL, AI",Chennai,False,301591,resume_00583.pdf
S00584,21,B.Tech CSE,7.14,4,2025,"SQL, CSS",Mumbai,True,235092,resume_00584.pdf
S00585,21,BBA,9.25,3,2026,"Python, Java, Cloud, Data Science",Delhi,False,336528,resume_00585.pdf
S00586,21,B.Sc IT,8.29,1,2028,"AI, SQL",Mumbai,False,535795,resume_00586.pdf
S00587,20,B.Tech CSE,7.65,1,2028,"ML, AI",Bangalore,True,241476,resume_00587.pdf
S00588,25,BBA,8.5,4,2025,"Python, React",Bangalore,False,537297,resume_00588.pdf
S00589,22,BBA,6.72,4,2025,"SQL, Cloud, CSS",Hyderabad,True,366758,resume_00589.pdf
S00590,22,BBA,7.49,4,2025,"HTML, ML",Mumbai,False,280685,resume_00590.pdf
S00591,22,M.Tech AI,8.06,2,2027,"React, Cloud, CSS",Hyderabad,False,535306,resume_00591.pdf
S00592,22,B.Sc IT,8.65,3,2026,"CSS, Cloud, Java, AI",Hyderabad,True,229216,resume_00592.pdf
S00593,20,B.Tech CSE,8.76,3,2026,"Data Science, AI, Python",Chennai,False,462262,resume_00593.pdf
S00594,22,MBA,6.77,1,2028,"CSS, Java",Hyderabad,True,296843,resume_00594.pdf
S00595,21,MBA,8.93,3,2026,"Data Science, HTML",Kolkata,False,529603,resume_00595.pdf
S00596,22,B.Tech CSE,6.64,4,2025,"CSS, Cloud, HTML",Bangalore,False,248905,resume_00596.pdf
S00597,23,BBA,6.51,3,2026,"ML, React",Kolkata,False,262465,resume_00597.pdf
S00598,24,B.Sc IT,7.2,1,2028,"SQL, Java, Python",Bangalore,False,373113,resume_00598.pdf
S00599,23,B.Sc IT,8.68,4,2025,"Python, Cloud, Java",Bangalore,False,427241,resume_00599.pdf
S00600,21,BBA,7.49,4,2025,"CSS, Cloud, Python",Kolkata,False,202019,resume_00600.pdf
S00601,24,MBA,7.64,2,2027,"CSS, React",Hyderabad,True,574879,resume_00601.pdf
S00602,21,B.Sc IT,6.99,1,2028,"Cloud, ML, React, CSS",Kolkata,True,284060,resume_00602.pdf
S00603,20,B.Com,8.34,4,2025,"Python, Data Science",Mumbai,True,461392,resume_00603.pdf
S00604,23,B.Tech CSE,8.05,4,2025,"Cloud, AI",Mumbai,True,303463,resume_00604.pdf
S00605,24,M.Tech AI,8.83,1,2028,"Data Science, AI",Bangalore,False,342915,resume_00605.pdf
S00606,25,MBA,7.97,1,2028,"Data Science, SQL",Hyderabad,True,533931,resume_00606.pdf
S00607,23,B.Tech CSE,9.04,4,2025,"Cloud, AI, ML, Java",Delhi,True,369418,resume_00607.pdf
S00608,25,MBA,7.05,4,2025,"React, Java",Chennai,False,548373,resume_00608.pdf
S00609,21,B.Sc IT,8.93,4,2025,"SQL, React",Chennai,False,377860,resume_00609.pdf
S00610,21,B.Com,8.5,3,2026,"HTML, Python, Cloud",Bangalore,False,433712,resume_00610.pdf
S00611,22,B.Sc IT,6.83,1,2028,"ML, Java",Kolkata,True,510853,resume_00611.pdf
S00612,24,B.Tech CSE,8.57,2,2027,"CSS, Python, Cloud",Delhi,False,595528,resume_00612.pdf
S00613,20,MBA,7.3,1,2028,"React, HTML, SQL, Data Science",Hyderabad,False,253503,resume_00613.pdf
S00614,24,BBA,6.85,4,2025,"Cloud, Java, CSS, SQL",Mumbai,True,462589,resume_00614.pdf
S00615,23,MBA,8.73,2,2027,"React, Python",Bangalore,True,406083,resume_00615.pdf
S00616,24,B.Sc IT,7.14,4,2025,"SQL, AI, HTML, CSS",Hyderabad,False,550544,resume_00616.pdf
S00617,24,M.Tech AI,6.79,3,2026,"CSS, SQL, Java, ML",Hyderabad,False,370946,resume_00617.pdf
S00618,21,B.Com,7.16,2,2027,"Python, React",Hyderabad,False,330234,resume_00618.pdf
S00619,24,BBA,8.14,4,2025,"Python, React, Cloud, ML",Kolkata,True,512699,resume_00619.pdf
S00620,22,M.Tech AI,9.0,1,2028,"ML, Java",Mumbai,True,449181,resume_00620.pdf
S00621,24,M.Tech AI,8.46,2,2027,"SQL, CSS, React",Mumbai,False,451770,resume_00621.pdf
S00622,23,B.Sc IT,7.54,3,2026,"Python, ML",Kolkata,False,327989,resume_00622.pdf
S00623,24,B.Com,8.55,3,2026,"Python, Cloud",Kolkata,False,356336,resume_00623.pdf
S00624,20,BBA,8.04,1,2028,"React, HTML, ML, CSS",Hyderabad,False,497351,resume_00624.pdf
S00625,25,B.Sc IT,8.3,2,2027,"CSS, Python, AI",Kolkata,True,201992,resume_00625.pdf
S00626,23,MBA,7.09,2,2027,"Java, Python",Hyderabad,False,336323,resume_00626.pdf
S00627,20,B.Com,8.5,3,2026,"HTML, SQL, Java, Cloud",Bangalore,False,276721,resume_00627.pdf
S00628,21,B.Sc IT,8.56,1,2028,"React, Java, AI, Python",Bangalore,False,518913,resume_00628.pdf
S00629,23,MBA,9.18,2,2027,"SQL, CSS",Chennai,False,340381,resume_00629.pdf
S00630,20,B.Sc IT,8.22,2,2027,"Cloud, ML, CSS",Mumbai,True,475278,resume_00630.pdf
S00631,24,B.Sc IT,9.33,2,2027,"React, AI, Python",Kolkata,False,412949,resume_00631.pdf
S00632,22,M.Tech AI,7.73,1,2028,"CSS, HTML",Hyderabad,False,442707,resume_00632.pdf
S00633,22,MBA,7.42,3,2026,"Data Science, AI, ML",Chennai,True,411936,resume_00633.pdf
S00634,22,M.Tech AI,6.96,1,2028,"ML, Data Science",Kolkata,True,393719,resume_00634.pdf
S00635,20,MBA,7.48,4,2025,"Python, Data Science",Chennai,True,483384,resume_00635.pdf
S00636,22,B.Com,8.17,3,2026,"Data Science, SQL, Python, HTML",Chennai,True,249378,resume_00636.pdf
S00637,20,B.Tech CSE,9.46,4,2025,"Cloud, Python, ML",Bangalore,False,278513,resume_00637.pdf
S00638,21,B.Tech CSE,7.5,4,2025,"ML, Cloud",Delhi,True,472604,resume_00638.pdf
S00639,20,B.Sc IT,8.05,2,2027,"SQL, React",Chennai,False,374169,resume_00639.pdf
S00640,25,B.Tech CSE,6.63,4,2025,"AI, Cloud, Java",Hyderabad,False,491632,resume_00640.pdf
S00641,22,B.Com,9.14,2,2027,"HTML, SQL, CSS",Mumbai,True,412008,resume_00641.pdf
S00642,25,BBA,7.16,2,2027,"AI, Python",Delhi,False,355299,resume_00642.pdf
S00643,22,M.Tech AI,7.48,4,2025,"React, SQL, CSS, Cloud",Hyderabad,False,483420,resume_00643.pdf
S00644,22,M.Tech AI,9.21,4,2025,"AI, Cloud",Mumbai,False,223990,resume_00644.pdf
S00645,20,B.Com,7.33,3,2026,"ML, Data Science, AI",Mumbai,False,506462,resume_00645.pdf
S00646,24,B.Com,8.62,1,2028,"CSS, Data Science, SQL, Cloud",Delhi,False,252376,resume_00646.pdf
S00647,24,MBA,7.96,3,2026,"ML, SQL",Hyderabad,True,531943,resume_00647.pdf
S00648,22,B.Com,7.3,3,2026,"Data Science, Python, Java",Mumbai,True,565619,resume_00648.pdf
S00649,20,B.Tech CSE,8.62,2,2027,"ML, Python",Delhi,True,480485,resume_00649.pdf
S00650,22,MBA,8.96,1,2028,"React, ML",Kolkata,False,217047,resume_00650.pdf
S00651,22,B.Com,6.67,2,2027,"Cloud, Java",Mumbai,True,404174,resume_00651.pdf
S00652,22,MBA,6.95,4,2025,"Java, Data Science",Mumbai,False,225162,resume_00652.pdf
S00653,24,B.Tech CSE,7.77,1,2028,"HTML, React, CSS",Delhi,False,395124,resume_00653.pdf
S00654,22,MBA,6.88,3,2026,"SQL, Java",Delhi,False,564995,resume_00654.pdf
S00655,23,M.Tech AI,8.28,2,2027,"ML, HTML",Bangalore,True,271553,resume_00655.pdf
S00656,22,B.Sc IT,7.57,2,2027,"Java, ML",Hyderabad,False,407536,resume_00656.pdf
S00657,21,B.Com,8.21,1,2028,"CSS, React, ML, SQL",Kolkata,True,445082,resume_00657.pdf
S00658,25,B.Tech CSE,7.79,3,2026,"Data Science, HTML, Python, AI",Hyderabad,False,240123,resume_00658.pdf
S00659,23,BBA,6.77,2,2027,"Cloud, AI, Data Science",Mumbai,False,452349,resume_00659.pdf
S00660,22,B.Tech CSE,8.31,1,2028,"HTML, React",Mumbai,False,579662,resume_00660.pdf
S00661,25,M.Tech AI,8.53,4,2025,"SQL, AI",Chennai,False,215005,resume_00661.pdf
S00662,20,M.Tech AI,8.19,3,2026,"Data Science, ML, Java",Chennai,False,302950,resume_00662.pdf
S00663,20,M.Tech AI,9.09,3,2026,"React, AI, Cloud",Chennai,True,309256,resume_00663.pdf
S00664,21,MBA,6.61,1,2028,"CSS, HTML, Cloud",Kolkata,True,444500,resume_00664.pdf
S00665,24,MBA,6.97,2,2027,"React, HTML, CSS, Data Science",Kolkata,True,242693,resume_00665.pdf
S00666,24,B.Com,9.03,2,2027,"HTML, Data Science",Delhi,True,364965,resume_00666.pdf
S00667,24,B.Com,7.94,4,2025,"AI, Data Science",Chennai,False,308479,resume_00667.pdf
S00668,22,BBA,9.46,3,2026,"SQL, CSS",Mumbai,False,256951,resume_00668.pdf
S00669,21,B.Com,8.34,2,2027,"Cloud, HTML",Bangalore,False,521380,resume_00669.pdf
S00670,22,B.Tech CSE,6.73,2,2027,"React, HTML, SQL, Cloud",Bangalore,False,393837,resume_00670.pdf
S00671,22,M.Tech AI,9.43,1,2028,"AI, Data Science",Hyderabad,False,429055,resume_00671.pdf
S00672,24,B.Tech CSE,7.65,3,2026,"SQL, CSS, Java, ML",Chennai,True,212762,resume_00672.pdf
S00673,25,B.Com,7.3,3,2026,"Data Science, Python",Delhi,False,377755,resume_00673.pdf
S00674,24,B.Tech CSE,6.76,2,2027,"Java, SQL",Mumbai,False,289107,resume_00674.pdf
S00675,25,BBA,8.49,3,2026,"HTML, Cloud",Kolkata,True,576417,resume_00675.pdf
S00676,20,M.Tech AI,9.43,3,2026,"HTML, Java, CSS",Bangalore,True,327679,resume_00676.pdf
S00677,21,BBA,7.16,2,2027,"React, Cloud, Java",Chennai,True,507878,resume_00677.pdf
S00678,24,M.Tech AI,6.95,4,2025,"ML, HTML, Python",Mumbai,True,457626,resume_00678.pdf
S00679,24,B.Tech CSE,9.05,2,2027,"Java, ML",Kolkata,True,244423,resume_00679.pdf
S00680,22,M.Tech AI,8.12,4,2025,"AI, React",Delhi,True,313894,resume_00680.pdf
S00681,22,MBA,8.55,3,2026,"Java, SQL",Kolkata,True,556168,resume_00681.pdf
S00682,24,MBA,7.01,4,2025,"SQL, CSS, Cloud",Bangalore,False,449430,resume_00682.pdf
S00683,25,BBA,8.89,4,2025,"Java, Data Science, Python",Delhi,False,325609,resume_00683.pdf
S00684,22,MBA,9.22,4,2025,"Python, AI, HTML, SQL",Mumbai,True,296135,resume_00684.pdf
S00685,21,M.Tech AI,7.38,2,2027,"Data Science, HTML, ML",Hyderabad,False,430233,resume_00685.pdf
S00686,21,MBA,7.79,1,2028,"ML, Python, Data Science, AI",Chennai,False,393716,resume_00686.pdf
S00687,21,B.Tech CSE,7.41,2,2027,"React, Java, ML",Kolkata,False,333757,resume_00687.pdf
S00688,24,M.Tech AI,6.84,3,2026,"ML, Python, SQL",Delhi,True,260447,resume_00688.pdf
S00689,25,B.Com,7.79,1,2028,"SQL, CSS, AI, Java",Bangalore,True,524933,resume_00689.pdf
S00690,21,BBA,6.53,2,2027,"SQL, Cloud, React, CSS",Kolkata,True,392174,resume_00690.pdf
S00691,21,M.Tech AI,7.07,3,2026,"Data Science, SQL, HTML",Delhi,False,397053,resume_00691.pdf
S00692,24,BBA,7.23,3,2026,"Data Science, SQL, HTML",Chennai,True,237471,resume_00692.pdf
S00693,22,B.Com,6.57,1,2028,"SQL, HTML, AI, Java",Kolkata,True,337309,resume_00693.pdf
S00694,21,MBA,8.63,1,2028,"ML, HTML",Chennai,False,444195,resume_00694.pdf
S00695,23,MBA,7.79,2,2027,"SQL, CSS",Delhi,True,380773,resume_00695.pdf
S00696,23,B.Sc IT,8.56,1,2028,"Java, Python, Cloud",Delhi,False,268129,resume_00696.pdf
S00697,20,B.Com,8.92,4,2025,"HTML, ML, Java",Kolkata,True,278312,resume_00697.pdf
S00698,24,B.Com,7.06,1,2028,"Data Science, React, ML, CSS",Kolkata,True,336081,resume_00698.pdf
S00699,22,MBA,9.31,4,2025,"Cloud, AI, Java",Hyderabad,False,411968,resume_00699.pdf
S00700,20,MBA,9.41,4,2025,"Data Science, CSS",Hyderabad,False,537558,resume_00700.pdf
S00701,24,B.Sc IT,8.11,2,2027,"Data Science, AI",Delhi,True,457651,resume_00701.pdf
S00702,23,B.Com,6.99,2,2027,"Python, ML, SQL, CSS",Delhi,True,499792,resume_00702.pdf
S00703,25,MBA,9.44,3,2026,"Cloud, AI",Delhi,True,415490,resume_00703.pdf
S00704,25,B.Sc IT,6.61,2,2027,"Python, SQL",Bangalore,False,422282,resume_00704.pdf
S00705,22,B.Com,7.64,2,2027,"React, SQL, Data Science",Hyderabad,True,457261,resume_00705.pdf
S00706,23,MBA,6.98,1,2028,"Cloud, CSS",Chennai,False,202124,resume_00706.pdf
S00707,25,BBA,8.93,2,2027,"CSS, React, Python, Data Science",Kolkata,False,562955,resume_00707.pdf
S00708,23,B.Sc IT,9.02,4,2025,"CSS, Cloud",Mumbai,True,214072,resume_00708.pdf
S00709,20,B.Com,7.85,3,2026,"Java, React, Python, SQL",Hyderabad,True,299209,resume_00709.pdf
S00710,22,B.Com,9.19,3,2026,"SQL, React",Bangalore,False,269914,resume_00710.pdf
S00711,24,BBA,8.76,3,2026,"SQL, AI",Hyderabad,True,295929,resume_00711.pdf
S00712,23,MBA,8.88,4,2025,"Python, HTML, CSS",Hyderabad,False,308329,resume_00712.pdf
S00713,20,MBA,8.09,4,2025,"HTML, React, ML",Bangalore,False,228884,resume_00713.pdf
S00714,20,BBA,9.05,1,2028,"AI, Java, Data Science",Hyderabad,False,222907,resume_00714.pdf
S00715,22,B.Tech CSE,9.31,1,2028,"Cloud, AI, Java",Mumbai,False,586865,resume_00715.pdf
S00716,20,B.Tech CSE,9.23,1,2028,"SQL, Cloud, HTML, Python",Hyderabad,True,262191,resume_00716.pdf
S00717,21,M.Tech AI,8.75,3,2026,"ML, Python, SQL, Cloud",Chennai,True,405385,resume_00717.pdf
S00718,22,B.Tech CSE,7.09,2,2027,"Python, CSS",Delhi,False,412845,resume_00718.pdf
S00719,24,MBA,6.59,2,2027,"HTML, Python",Delhi,False,339484,resume_00719.pdf
S00720,25,BBA,7.79,1,2028,"HTML, AI",Hyderabad,False,259600,resume_00720.pdf
S00721,22,MBA,7.05,2,2027,"Python, Cloud, React, Java",Bangalore,True,336631,resume_00721.pdf
S00722,21,B.Tech CSE,7.89,2,2027,"SQL, Python, Data Science",Mumbai,False,260854,resume_00722.pdf
S00723,23,B.Tech CSE,7.91,1,2028,"Cloud, Python",Kolkata,True,439450,resume_00723.pdf
S00724,22,B.Sc IT,8.85,1,2028,"Data Science, Java",Delhi,False,351435,resume_00724.pdf
S00725,23,MBA,7.23,4,2025,"Python, SQL, Java",Hyderabad,True,234921,resume_00725.pdf
S00726,21,M.Tech AI,7.72,3,2026,"React, Cloud, Python",Chennai,False,374090,resume_00726.pdf
S00727,21,MBA,7.07,1,2028,"ML, Data Science, React, SQL",Kolkata,True,492890,resume_00727.pdf
S00728,22,B.Tech CSE,7.98,4,2025,"Python, SQL",Kolkata,True,521504,resume_00728.pdf
S00729,23,B.Tech CSE,8.36,1,2028,"Java, HTML, SQL",Kolkata,False,240508,resume_00729.pdf
S00730,20,BBA,6.89,3,2026,"SQL, Python, AI",Mumbai,True,416672,resume_00730.pdf
S00731,23,B.Com,8.52,3,2026,"SQL, Data Science, CSS, Python",Mumbai,False,440039,resume_00731.pdf
S00732,24,B.Com,6.64,2,2027,"Cloud, React",Kolkata,True,367604,resume_00732.pdf
S00733,21,BBA,6.57,4,2025,"Data Science, SQL",Hyderabad,True,214281,resume_00733.pdf
S00734,20,B.Com,9.31,3,2026,"Data Science, React, CSS",Chennai,True,542011,resume_00734.pdf
S00735,23,B.Tech CSE,7.32,4,2025,"CSS, SQL, Python, ML",Bangalore,False,599200,resume_00735.pdf
S00736,25,B.Com,8.51,2,2027,"Data Science, Python, SQL, CSS",Bangalore,False,219603,resume_00736.pdf
S00737,23,B.Com,9.15,4,2025,"Python, SQL, Java",Kolkata,True,527297,resume_00737.pdf
S00738,24,M.Tech AI,9.22,2,2027,"Java, AI",Chennai,False,550542,resume_00738.pdf
S00739,22,B.Tech CSE,7.66,3,2026,"Cloud, AI, Python, ML",Chennai,False,304295,resume_00739.pdf
S00740,23,B.Tech CSE,8.99,4,2025,"SQL, Data Science, AI, Cloud",Kolkata,False,355609,resume_00740.pdf
S00741,23,B.Sc IT,7.93,4,2025,"ML, SQL, Cloud, React",Mumbai,False,232591,resume_00741.pdf
S00742,25,MBA,8.91,3,2026,"Data Science, HTML, React, AI",Chennai,False,591580,resume_00742.pdf
S00743,20,B.Com,6.9,1,2028,"Python, ML, CSS",Mumbai,True,432020,resume_00743.pdf
S00744,24,B.Sc IT,8.41,2,2027,"HTML, SQL, CSS",Delhi,True,245558,resume_00744.pdf
S00745,24,MBA,7.13,2,2027,"AI, CSS",Kolkata,True,267324,resume_00745.pdf
S00746,25,B.Com,8.27,2,2027,"Java, Python",Bangalore,True,229200,resume_00746.pdf
S00747,21,MBA,9.38,3,2026,"ML, Java",Mumbai,True,207928,resume_00747.pdf
S00748,21,M.Tech AI,6.72,4,2025,"React, ML",Mumbai,False,417158,resume_00748.pdf
S00749,24,M.Tech AI,7.62,3,2026,"SQL, Java",Kolkata,True,478818,resume_00749.pdf
S00750,25,MBA,8.89,1,2028,"Data Science, Cloud, CSS, Python",Kolkata,True,285370,resume_00750.pdf
S00751,25,M.Tech AI,7.48,1,2028,"AI, CSS",Kolkata,True,357973,resume_00751.pdf
S00752,23,B.Sc IT,7.56,2,2027,"Java, HTML",Chennai,True,258536,resume_00752.pdf
S00753,24,M.Tech AI,6.8,2,2027,"React, SQL, Data Science",Hyderabad,True,316174,resume_00753.pdf
S00754,23,M.Tech AI,9.2,4,2025,"SQL, ML, React",Hyderabad,False,521770,resume_00754.pdf
S00755,25,MBA,8.12,2,2027,"SQL, ML, Python, HTML",Bangalore,False,485739,resume_00755.pdf
S00756,25,B.Sc IT,8.53,2,2027,"SQL, React, HTML",Bangalore,False,582099,resume_00756.pdf
S00757,24,B.Sc IT,8.04,2,2027,"AI, Data Science",Delhi,False,231518,resume_00757.pdf
S00758,21,MBA,6.97,3,2026,"Data Science, AI, Cloud",Delhi,True,498042,resume_00758.pdf
S00759,23,MBA,8.96,2,2027,"Data Science, CSS, HTML, Python",Mumbai,True,291578,resume_00759.pdf
S00760,25,B.Tech CSE,6.54,1,2028,"ML, SQL",Hyderabad,False,259164,resume_00760.pdf
S00761,25,BBA,7.68,4,2025,"HTML, Python, ML, Data Science",Bangalore,True,442389,resume_00761.pdf
S00762,25,B.Com,7.63,3,2026,"SQL, Cloud, Java",Hyderabad,False,396396,resume_00762.pdf
S00763,20,B.Sc IT,6.54,3,2026,"React, HTML, Python",Mumbai,True,443306,resume_00763.pdf
S00764,25,B.Com,8.76,4,2025,"Cloud, React, HTML, Java",Hyderabad,False,374535,resume_00764.pdf
S00765,25,BBA,7.86,1,2028,"Python, React, SQL, AI",Kolkata,True,329576,resume_00765.pdf
S00766,23,BBA,6.69,3,2026,"SQL, Cloud, React",Mumbai,True,375136,resume_00766.pdf
S00767,23,M.Tech AI,7.43,4,2025,"Cloud, Python, AI, CSS",Bangalore,False,252186,resume_00767.pdf
S00768,22,M.Tech AI,9.12,3,2026,"SQL, Python",Hyderabad,True,256782,resume_00768.pdf
S00769,23,B.Com,9.25,4,2025,"AI, React, HTML",Delhi,True,259040,resume_00769.pdf
S00770,25,B.Tech CSE,7.92,1,2028,"Data Science, Java",Bangalore,True,267447,resume_00770.pdf
S00771,22,B.Com,7.31,3,2026,"ML, Cloud",Hyderabad,True,514521,resume_00771.pdf
S00772,25,B.Tech CSE,7.55,2,2027,"ML, AI, Data Science, React",Kolkata,False,585439,resume_00772.pdf
S00773,21,B.Tech CSE,8.48,1,2028,"React, ML",Kolkata,False,552083,resume_00773.pdf
S00774,21,B.Sc IT,7.22,1,2028,"Cloud, Data Science",Hyderabad,False,354644,resume_00774.pdf
S00775,21,M.Tech AI,6.52,1,2028,"HTML, SQL, React",Hyderabad,False,208241,resume_00775.pdf
S00776,25,B.Tech CSE,9.19,2,2027,"Python, ML",Mumbai,True,206081,resume_00776.pdf
S00777,20,BBA,6.54,4,2025,"Java, ML, Cloud, React",Chennai,False,451991,resume_00777.pdf
S00778,23,B.Com,9.11,2,2027,"AI, Java, SQL",Kolkata,False,430342,resume_00778.pdf
S00779,24,MBA,7.3,1,2028,"AI, CSS, Cloud",Bangalore,False,420830,resume_00779.pdf
S00780,25,B.Tech CSE,7.84,4,2025,"Data Science, React, SQL",Kolkata,True,378016,resume_00780.pdf
S00781,23,B.Tech CSE,8.15,1,2028,"Data Science, Java, SQL, HTML",Kolkata,True,402593,resume_00781.pdf
S00782,21,BBA,8.23,4,2025,"Data Science, SQL, ML, AI",Mumbai,True,343562,resume_00782.pdf
S00783,25,B.Com,9.28,3,2026,"AI, ML, React",Chennai,True,391530,resume_00783.pdf
S00784,25,B.Com,7.66,4,2025,"CSS, HTML",Bangalore,True,314467,resume_00784.pdf
S00785,22,B.Sc IT,7.44,2,2027,"Java, ML, CSS",Kolkata,True,239843,resume_00785.pdf
S00786,25,MBA,6.54,2,2027,"AI, Python",Chennai,False,233624,resume_00786.pdf
S00787,22,B.Com,9.38,4,2025,"Java, HTML, AI, SQL",Mumbai,False,548809,resume_00787.pdf
S00788,24,M.Tech AI,7.79,3,2026,"React, SQL, AI, CSS",Kolkata,True,461763,resume_00788.pdf
S00789,20,BBA,7.06,2,2027,"ML, Data Science, Cloud",Mumbai,False,380801,resume_00789.pdf
S00790,23,M.Tech AI,7.73,4,2025,"Python, Data Science",Kolkata,False,268804,resume_00790.pdf
S00791,21,BBA,9.24,1,2028,"ML, React, Cloud, CSS",Chennai,True,255541,resume_00791.pdf
